,article_id,link,title,main_category,category_1,category_2,category_3,category_4,suprise_r1,suprise_r2,suprise_r3,like_r1,like_r2,like_r3,c1_familiarity_r1,c1_familiarity_r2,c1_familiarity_r3,c2_familiarity_r1,c2_familiarity_r2,c2_familiarity_r3,c3_familiarity_r1,c3_familiarity_r2,c3_familiarity_r3,c4_familiarity_r1,c4_familiarity_r2,c4_familiarity_r3,article,countQuestionMarks
210,31466,http://www.medicalnewstoday.com/articles/41638.php,Parents Need Help To Talk To Their Children About Cancer,Cancer / Oncology,Cancer / Oncology,Breast Cancer,,,3,2,1,3,1,3,4,4,4,2.0,4.0,3.0,,,,,,,"




Parents need help to talk to their children about  cancer , say researchers in a study published online by the BMJ.
   
Cancer is relatively common among women of childbearing age. Although the importance of communication with patients and their families has been recognised, relatively little has been published about communication with children when their parent is newly diagnosed as having cancer.
   
To explore how children are affected by  breast cancer  in the family, researchers in Oxford interviewed 37 mothers with early breast cancer and 31 of their children aged between 6 and 18 years.
   
They found that, even before their mother\'s diagnosis, children were much more aware of cancer as a life threatening illness than their parents and other adults realised.
   
The main sources of their information were television soap operas, health campaigns, and celebrities, as well as direct experience of relatives or friends\' parents with cancer.
   
Parents sometimes misunderstood their children\'s reactions and underestimated the emotional impact or did not recognise the children\'s need for more preparation and information about the illness and its treatment.
   
Parents are often unaware how much their children know and, often reeling from the diagnosis themselves, may not be in the best position to decide what and how to tell their children, say the authors.
   
As part of their care, parents newly diagnosed with a life threatening illness need to be supported to think about how they will talk to their children, say the authors. General practitioners, hospital specialists, and nurses are well placed to help with these concerns, and if necessary to be involved in discussions with the children, they add.
   
Further work is also needed to develop and evaluate information for children of parents with cancer about cancer and its treatments, they conclude.
   
###
   
Emma Dickinson   edickinson@bmj.com  
 BMJ-British Medical Journal  ",0
211,37597,http://www.medicalnewstoday.com/articles/49403.php,Breast Cancer Survivors Change Lifestyle After Diagnosis - According To Their Beliefs,Breast Cancer,Breast Cancer,Cancer / Oncology,,,1,3,3,4,5,3,3,3,1,3.0,3.0,1.0,,,,,,,"




Breast  cancer  survivors\' beliefs about what may have caused their cancer are connected to whether they make healthy lifestyle changes after a cancer diagnosis. This is the finding of a research study appearing in the August 2006 issue of Psycho-Oncology by researchers at The Miriam Hospital and Brown Medical School.
   
\""We found that  breast cancer  survivors who believed that an unhealthy behavior - such as consuming an unhealthy diet, contributed to their cancer - were more likely to say that they had changed that behavior since their diagnosis,\"" says lead author Carolyn Rabin, PhD, a psychologist at The Miriam Hospital\'s Centers for Behavioral and Preventive Medicine. \""Likewise, breast cancer survivors who believed that a healthy behavior- such as consuming a healthy diet, could ward off a cancer recurrence - were more likely to say that they had adopted that behavior since their diagnosis.\""
   
Due to advances in detection and treatment, there are now more than 10 million Americans who are cancer survivors, according to the American Cancer Society. However, researchers have not yet determined why some cancer survivors are motivated by a cancer diagnosis to make healthy lifestyle changes, while others are not. This question prompted the study by researchers at The Miriam Hospital and Brown Medical School.
   
The researchers cite evidence from past studies indicating that many cancer survivors are not leading healthy lifestyles f{ 50 percent of breast cancer survivors consume fewer than the recommended five servings of fruits and vegetables per day, 23 percent consume more than 30 percent of their  calories  from fat, and 28 to 43 percent lead sedentary lifestyles. In addition, more than 50 percent of cancer survivors who smoked prior to diagnosis continue to smoke.
   
\""Adopting a healthy lifestyle is an important strategy for cancer survivors since, in addition to a cancer recurrence, they may be at increased risk for the developing other medical problems, such as cardiac or pulmonary disease, as a result of their cancer treatment. The goal of this study was to develop a better understanding of why a cancer diagnosis appears to serve as an impetus for some survivors to adopt healthy behaviors, while others do not,\"" says Rabin.
   
Researchers assessed breast cancer survivors within three months of the survivor completing all surgery,  chemotherapy , and/or radiation treatment for cancer and a second time three months later. Study participants completed measures assessing beliefs about the cause of their cancer; beliefs about behavioral strategies that may reduce the chance of cancer recurrence; diet, exercise, smoking, and alcohol consumption; and any changes in health practices since their cancer diagnosis.
   
Findings indicated that survivors who believed that unhealthy diet, insufficient exercise or alcohol consumption contributed to their cancer were more likely to modify the relevant behavior. The most robust relationship between beliefs and behavior change was found for changes in diet.
   
\""This study suggests that cancer survivors develop their own understanding of the causes of their cancer and the behavior changes that may prevent recurrence, and then take an active problem-solving approach to help reduce risk of a future cancer,\"" says co-author Bernardine Pinto, PhD, a psychologist at The Miriam Hospital\'s Centers for Behavioral and Preventive Medicine.
   
Given the role of health behavior changes in reducing medical risks, these findings have important implications for maintaining the health of cancer survivors. The authors note, however, that even though survivors\' beliefs about what caused their cancer may prompt healthy lifestyle changes, these beliefs may not be accurate.
   
\""This research highlights the important role that survivors\' beliefs about their disease have in their life post-cancer diagnosis. Ultimately, we hope that cancer survivors will take a holistic approach to maintaining their health so that they do not dismiss an opportunity to make a healthy lifestyle change. Behavior modification may not impact their chance of a cancer recurrence, but can help reduce other serious medical risks,\"" says Rabin.
   
###
   
The Miriam Hospital, established in 1926 in Providence, RI, is a not-for-profit hospital affiliated with Brown Medical School. Nationally recognized as a top hospital in cardiovascular care, The Miriam Hospital ( http://www.miriamhospital.org/ ) offers particular expertise in cardiac catheterization, angioplasty and women\'s cardiac care. One of 20 designated Center for  AIDS  Research (CFAR) sites, The Miriam is a leader in the treatment, research and prevention of HIV/AIDS, attracting $17 million of the world\'s HIV/AIDS research dollars. The Miriam Hospital has been awarded Magnet Recognition for Excellence in Nursing Services three times and is committed to excellence in patient care, research and medical education. The Miriam is a founding member of the Lifespan health system.
   
Contact: Megan Martin  
 Lifespan  ",0
212,266660,http://www.medicalnewstoday.com/articles/308686.php,Bilingual baby brains show increased activity in executive function regions,Neurology / Neuroscience,Neurology / Neuroscience,Pediatrics / Children's Health,,,4,1,2,4,3,4,1,3,4,2.0,3.0,3.0,,,,,,,"Many brain studies show that bilingual adults have more activity in areas associated with executive function, a set of mental abilities that includes problem-solving, shifting attention and other desirable cognitive traits.

Now new findings reveal that this bilingualism-related difference in brain activity is evident as early as 11 months of age, just as babies are on the verge of producing their first words.

""Our results suggest that before they even start talking, babies raised in bilingual households are getting practice at tasks related to executive function,"" said Naja Ferjan Ramírez, lead author and a research scientist at the Institute for Learning & Brain Sciences (I-LABS) at the University of Washington.

""This suggests that bilingualism shapes not only language development, but also cognitive development more generally,"" she said.

The study also gives evidence that the brains of babies from bilingual families remain more open to learning new language sounds, compared with babies from monolingual families.

The study was published online April 4 in Developmental Science and will appear in an upcoming issue of the journal.

""Monolingual babies show a narrowing in their perception of sounds at about 11 months of age - they no longer discriminate foreign-language sounds they successfully discriminated at 6 months of age,"" said co-author Patricia Kuhl, co-director of I-LABS.

""But babies raised listening to two languages seem to stay 'open' to the sounds of novel languages longer than their monolingual peers, which is a good and highly adaptive thing for their brains to do,"" Kuhl said.

The researchers used magnetoencephalography (MEG), which measures magnetic changes given off by active nerve cells. Unlike other brain-imaging methods, MEG can precisely pinpoint both the timing and location of activity in the brain.

The study is the first to use MEG to do whole-brain analyses comparing activation patterns in response to speech sounds in babies raised in monolingual and bilingual households.

In the experiment, 16 11-month-old babies - eight from English-only households and eight from Spanish-English households, and an even mix of demographic factors such as the family's socioeconomic status - sat in a highchair beneath the helmet-like MEG scanner.

The babies listened to an 18-minute stream of speech sounds, such as ""da's"" and ""ta's."" The stream included sounds specific to English or Spanish, and sounds shared by the two languages.

The researchers compared monolingual and bilingual babies' brain responses to the language sounds. The most obvious difference they saw was in two brain regions associated with executive function, the prefrontal cortex and orbitofrontal cortex. In these regions, the Spanish-English bilingual babies had stronger brain responses to speech sounds, compared with English-only babies.

The findings align with brain studies in bilingual and monolingual adults, Ferjan Ramírez said. The boost bilingualism gives to executive function areas in the brain could arise from bilinguals needing to switch back and forth between languages, allowing them to routinely practice and improve executive function skills.

Other brain evidence from the study should be a relief for parents wondering if their bilingual baby is learning enough language:

""The 11-month-old baby brain is learning whatever language or languages are present in the environment and is equally capable of learning two languages as it is of learning one language,"" Ferjan Ramírez said.

""Our results underscore the notion that not only are very young children capable of learning multiple languages, but that early childhood is the optimum time for them to begin,"" she said.

Other co-authors of the study are Rey Ramírez, Maggie Clarke and Samu Taulu - all researchers at UW's I-LABS. The National Science Foundation UW LIFE Center funded the research.",0
213,268573,http://www.medicalnewstoday.com/articles/310647.php,Preterm babies with low birth weight may be at increased risk of osteoporosis,Bones / Orthopedics,Bones / Orthopedics,Pediatrics / Children's Health,,,3,3,1,4,4,3,2,1,3,2.0,4.0,5.0,,,,,,,"
Adults who were born prematurely or at a below average weight are more likely to have weaker bones and an increased risk of fracture and osteoporosis later in life. This research, presented at the European Congress of Endocrinology, could lead to recommendations that high-risk individuals follow diets rich in calcium, vitamin D and protein, and undertake weight-bearing exercise. 
 
Worldwide, approximately 10% of babies are born preterm and are subject to multiple health risks later in life. The human body concentrates calcium for bone development during the third trimester of pregnancy; if this is interrupted due to premature birth, babies may risk suffering poor bone health later in life. 
  
This study by researchers at the Norwegian University of Science and Technology examined the bone mass of 186 adults, of both genders.  Peak bone mass is achieved between 20 and 30 years of age and is a good indicator of fracture risk; the sample was therefore made up of adults of 26-28 years of age. Of these 186 individuals, 52 were born prematurely with very low birth weight (1265g) and 59 were born at term but with low birth weight (2950g). The further 75 - who were born at term with average birth weight (3700g) - formed a control group. 
  
The researchers found that both low birth weight groups had a lower peak bone mass than controls. However, once height - a factor which greatly influences bone mass - was adjusted for, this lower bone mass was accounted for in the group born at term; the research showed that low bone mass in this group was partly due to smaller body size. This was not the case in the preterm, very low birth weight group where body size alone could not account for the low bone mass, highlighting this group as particularly high risk. Differences in physical activity and calcium intake were also adjusted for, and differences in bone mass between groups still persisted. Smoking habits did not differ between the groups, and the occurrence of previous fractures was also similar.
  
Dr Chandima Balasuriya, who led the study, states that follow-up of these children is important. ""Ensuring children with low birth weight have a diet rich in calcium, vitamin D and protein, in combination with exercise regimes involving weight-bearing physical activities, will help reduce risk of bone fractures later in life.""
  
The next stage for the research will be to look at what causes babies to be born with low birth weights. ""We want to examine the ultrasounds to determine whether low birth weight babies are genetically programmed to be smaller, or if it might be a result of growth restriction. We are also analysing mothers' blood to see how vitamin A and D status might relate to their children's bone health,"" said Dr Balasuriya.  
 
Abstract: Influence of Prematurity and Low Birth Weight on Peak Bone Mass, Chandima Balasuriya, Mats P. Mosti, Kari Anne I. Evensen, Ann-Mari Brubakk, Marit S. Indredavik, Berit Schei, Astrid Kamilla Stunes, Unni Syversen, European Congress of Endocrinology",0
214,272091,http://www.medicalnewstoday.com/articles/314196.php,"Whole-fat milk consumption associated with leaner children, research finds",Pediatrics / Children's Health,Pediatrics / Children's Health,Nutrition / Diet,,,2,5,3,4,5,3,3,3,4,4.0,3.0,4.0,,,,,,,"
Children who drink whole milk are leaner and have higher vitamin D levels than those who drink low-fat or skim milk, new research suggests.

Children who drank whole (3.25 per cent fat content) milk had a Body Mass Index score that was 0.72 units lower than those who drank 1 or 2 per cent milk in the study published today in the American Journal of Clinical Nutrition.

That's comparable to the difference between having a healthy weight and being overweight, said lead author Dr. Jonathon Maguire, a pediatrician at St. Michael's Hospital.

The study did not assess why consuming higher fat content milk was associated with lower BMI scores. But Dr. Maguire hypothesized that children who drank whole milk felt fuller than those who drank the same amount of low-fat or skim milk. If children don't feel full from drinking milk, they are more likely to eat other foods that are less healthy or higher in calories, said Dr. Maguire. Therefore children who drink lower fat milk may actually consume more calories overall than those who drink whole milk.

The study also found that children who drank one cup of whole milk each day had comparable vitamin D levels to those who drank nearly 3 cups of one per cent milk. This could be because vitamin D is fat soluble, meaning it dissolves in fat rather than water. Milk with higher fat content therefore contains more vitamin D. There may also be an inverse relationship in children between body fat and vitamin D stores, according to the study; as children's body fat increases, their vitamin D stores decrease.

""Children who drink lower fat milk don't have less body fat, and they also don't benefit from the higher vitamin D levels in whole milk,"" said Dr. Maguire. ""It's a double negative with low fat milk.""

The study's findings differ from Health Canada, National Institutes of Health and American Academy of Pediatrics guidelines recommending two servings of low fat (one per cent or two per cent) milk for children over the age of two to reduce the risk of childhood obesity.

Dr. Maguire said the findings indicated a need to closely examine existing nutritional guidelines around milk fat consumption to make sure they are having the desired effect. Childhood obesity has tripled in the past 30 years while consumption of whole milk has halved over the same period.

""What kind of milk our children should be consuming is something we need to seek the right answer for,"" said Dr. Maguire.

For this study, researchers studied 2,745 children ages two to six years attending well-child visits. They surveyed parents, measured height and weight to calculate BMI and took blood samples to assess vitamin D levels. All were enrolled in the Applied Research Group for Kids (TARGet Kids!), collaboration between children's doctors and researchers from St. Michael's Hospital and The Hospital for Sick Children. The program follows children from birth with the aim of preventing common problems in the early years and understanding their impact on health and disease later in life.

Of those studied, 49 per cent drank whole milk, 35 per cent drank two per cent milk, 12 per cent drank one per cent milk and four per cent drank skim milk. Less than one per cent of children drank some combination of the four types of milk.
",0
215,256893,http://www.medicalnewstoday.com/articles/298596.php,Genetic study finds association between reduced vitamin D and multiple sclerosis risk,Multiple Sclerosis,Multiple Sclerosis,Nutrition / Diet,,,3,3,2,2,4,3,1,3,1,4.0,3.0,2.0,,,,,,,"Genetic findings support observational evidence that lower vitamin D levels are associated with increased risk of multiple sclerosis, according to a new research article by Brent Richards, from McGill University, Canada, and colleagues published this week in PLOS Medicine.

Multiple sclerosis is a debilitating autoimmune disease that affects the nerves in the brain and spinal cord. There is no known cure for multiple sclerosis and it usually presents between the ages of 20 and 40 years. While some observational evidence suggests there may be a link between lower vitamin D levels and multiple sclerosis risk, it is difficult to infer a causal relationship because individuals who develop multiple sclerosis in these studies might share another unknown characteristic that increases their risk of multiple sclerosis (this is known as confounding).

Using a genetic technique called Mendelian randomization to reduce the possibility of confounding the authors examined whether there was an association between genetically reduced vitamin D levels (measured by the level of 25-hydroxyvitamin D, the clinical determinant of vitamin D status) and susceptibility to multiple sclerosis among participants in the International Multiple Sclerosis Genetics Consortium study, which involves 14,498 people with multiple sclerosis and 24,091 healthy controls. The authors found that a genetic decrease in the natural-log-transformed vitamin D level by one standard deviation was associated with a 2-fold increased risk of multiple sclerosis.

While the Mendelian randomization approach used by the authors largely avoids the possibility of confounding or reverse causation, the reliability of these findings may be limited by some of the assumptions made by the researchers during their analysis.

Nevertheless the authors conclude, ""genetically lowered vitamin D levels are strongly associated with increased susceptibility to multiple sclerosis. Whether vitamin D sufficiency can delay, or prevent, multiple sclerosis onset merits further investigation in long-term randomized controlled trials.""

The authors also note, ""ongoing randomized controlled trials are currently assessing vitamin D supplementation for the treatment and prevention of multiple sclerosis ... and may therefore provide needed insights into the role of vitamin D supplementation.""
",0
216,273375,http://www.medicalnewstoday.com/articles/315491.php,"Diabetes accounts for more US deaths than previously thought, study shows",Diabetes,Diabetes,Public Health,,,1,4,3,2,5,3,2,4,3,2.0,4.0,3.0,,,,,,,"
Diabetes accounts for 12 percent of deaths in the United States, a significantly higher percentage than previous research revealed, making it the third-leading cause of death after heart disease and cancer, according to findings from the University of Pennsylvania and Boston University published in PLOS ONE.

""Another way of saying that is, if diabetes were eliminated as a disease process, the number of deaths would decline by 12 percent,"" said Samuel Preston, a sociology professor in Penn's School of Arts & Sciences and part of the Population Studies Center. ""There has been only one similar, earlier research effort, and it was based on data from the 1980s and early '90s. It showed deaths attributable to diabetes amounted to roughly 4 percent of total deaths.""

Andrew Stokes, a demographer at Boston University who earned a master's degree and a Ph.D. from Penn, and Preston had published a series of articles about excess mortality associated with obesity, focusing recently on diabetes, one of its main consequences. They turned to two well-known, nationally representative datasets, the National Health and Nutrition Examination Survey, or NHANES, and the National Health Interview Survey, or NHIS.

""These are the two major health surveys in the United States,"" Stokes said. ""We can follow people into death records and compare those who have diabetes to those without diabetes.""

For the researchers' study purposes, each had its distinct advantages. NHIS was large, providing a sample size of more than 282,000 people, a subset of which self-reported they had diabetes. Though generating smaller numbers, around 21,800, NHANES offered something NHIS did not: a hemoglobin A1c measure, an objective biomarker indicating whether a person met diabetes criteria without needing that person's account of having such a diagnosis. It also captured those who didn't know they had the disease.

The data showed that people with diabetes have about 90 percent higher death rates than people without diabetes. The researchers also found that diabetes as the ""underlying cause of death"" had been grossly underreported, giving the disease itself less weight as a major contributor to mortality patterns in the U.S.

""When we monitor trends in the health of populations,"" Stokes said, ""and we look at the mortality statistics, some major threats to U.S. mortality and life expectancy stand out, like drug and alcohol poisonings and suicide. Diabetes didn't.""

Annually, the U.S. government releases mortality estimates per disease, including diabetes. But, because someone with diabetes often has other health-care complications - cardiovascular disease, kidney disease - it can be challenging to pinpoint exact cause of death, leading to ambiguity on a death certificate and to inaccurate mortality statistics.

""There is only one underlying cause of death on a death certificate,"" Preston said. But ""diabetes is not listed as frequently as it is involved in the death of individuals.""

More accurate assessment of this epidemic is crucial now, given the sharp increases in its prevalence. In 1980, the Centers for Disease Control and Prevention reported 5.53 million people in the United States with diabetes; in 2014, the most recent year for which statistics exist, that number jumped to 21.95 million people, a nearly 300 percent increase.

""American life expectancy has been growing at a very slow rate for the past decade or so, even decreasing slightly in 2015,"" Preston said. ""It hasn't yet been established statistically, but it's fairly likely that obesity and diabetes together are an important factor in this slowdown. We believe that these estimates will prove useful in helping to more precisely identify their roles.""

For now, Stokes and Preston stress the necessity for large-scale solutions in general.

""What our results point to,"" Stokes said, ""is the need for strategies at the population level to combat the epidemics of obesity and diabetes. We need something on a population scale because it's a major issue. It's not an issue that's confined to certain subsets of the population.""

Funding for the research came from the National Institute on Aging and National Center for Health Statistics.
",0
217,36520,http://www.medicalnewstoday.com/articles/48067.php,"Heat Therapy For Cancer May Be Key To ""Lance Armstrong Effect""",Cancer / Oncology,Cancer / Oncology,Men's Health,,,4,2,2,4,3,2,2,2,2,4.0,5.0,2.0,,,,,,,"




Experts at Johns Hopkins have linked scientific evidence spanning more than 30 years to suggest an explanation for why  testicular cancer  patients like seven-time Tour de France winner Lance Armstrong survive far better than patients with other advanced  cancers . Their commentary in the July 26 issue of the Journal of the American Medical Association reveals how a simple factor - heat sensitivity - may make testicular cancer cells more susceptible to standard treatments and die off more readily. Heat also may offer a strategy against other malignancies as well, they said.
   
""If we understand how heat may naturally help kill testicular cancer cells, then perhaps we can make it happen in other solid tumors,"" said Robert Getzenberg, Ph.D., professor and director of urology research at Johns Hopkins. ""More than 80 percent of men with widespread testicular cancer can achieve a cure. In other cancers, the cure rate is far less.""
   
Armstrong's  tumor , like those of all primary testicular cancer, began in the testes, which are a few degrees cooler than the rest of the body to keep heat-sensitive sperm safe. When his cancer cells spread into warmer regions of the body, the Hopkins scientists believe the temperature boost may have weakened protein scaffolding within the cancer cell's nucleus, making the nuclear DNA more vulnerable to  chemotherapy  and radiation.
   
""Heat is at the center of many cellular changes,"" according to Donald Coffey, Ph.D., who is the Catherine Iola & J. Smith Michael Distinguished Professor of Urology, Oncology, Pathology, and Pharmacology and Molecular Sciences at Johns Hopkins. ""It drives everything from reproduction to fighting infection, and now we'd like to harness its power to fight cancer."" Scientists in the past have observed that  fevers  accompanying infections sometimes improved the outcome for some cancer patients, but until now, Coffey said, ""scientists haven't connected precisely how heat affects the scaffolding and might be one of the reasons treatment can cure tumors such as Lance Armstrong's.""
   
Support for the theory came from an unrelated study by researchers at the Robert Wood Johnson Medical School of men with undescended testes, a fairly common birth defect in which the genitals remain stuck in the pelvis after birth instead of descending into the scrotum. Without treatment,  infertility  is common and further examination of the men's sperm showed that the sperm cells' nuclear protein scaffolding, known technically as the nuclear matrix, was also wrecked. The nuclear matrix, found in the nucleus of all cells, was first discovered in the early 1980s by a team of Hopkins scientists led by Coffey, and shown to be heat-sensitive by researchers at the Washington University in St. Louis.
   
""The warmer region of the pelvis made the nuclear matrix in the cells that make sperm unstable and prone to death,"" says Theodore DeWeese, M.D., professor and director of the Department of Radiation Oncology and Molecular Radiation Sciences, ""and cancer cells already have unstable nuclear matrices."" He and his colleagues say it is logical to think that ""if we give a cancer cell more heat to completely disrupt its matrix, and then add toxic drugs and radiation, the cancer cell may be so disabled that it won't be able to replicate and will die.""
   
Heat therapy is already used in a handful of cancer centers around the country, and has been applied for thousands of years as an ancient cure-all for ailments ranging from  back pain  to  arthritis . Although people flock to hot baths and springs to immerse their entire body, the Hopkins trio believes that selectively heating cancer cells may not only be more effective, but also prevent matrix damage in normal tissues.
   
""Once we've devised the best way to deliver heat to cancer cells, we will test the technique in animal models to help define the right temperature and doses of chemo and  radiation therapy ,"" says DeWeese.
   
To direct heat only to cancer cells, the researchers are investigating the use of nanoparticles that have an affinity for surface proteins carried by cancer cells. Once the nanoparticle finds the correct ""address"" of the cancer cell, it slips through the cell's surface and heats the cell from the inside out after exposure to a magnetic field.
   
The Hopkins scientists believe that, if injected through the bloodstream, magnetic nanoparticles may be able to reach tumors throughout most of the body. And as long as the nanoparticles penetrate most of the cells in the tumor, the temperature increase will spread to the entire mass.
   
On a parallel track, the Hopkins group is looking at other temperature targets for heat's cancer-fighting properties that may work in tandem with the nuclear matrix. For example, they are looking at blocking proteins whose primary role is to act as fire blankets to coat the nuclear matrix and preserve it from heat damage. These so-called ""heat shock proteins"" also have a second role as ""chaperones"" to other proteins, ensuring their proper interaction and shape, and, depending on these interactions, may play a role in cancer-cell death.
   
Preliminary research is under way at Johns Hopkins to refine heat-delivery-systems and test them in  prostate cancer  animal models.
   
###
   
This commentary was supported by the David Koch Funds, which were provided by the Prostate Cancer Foundation.
   
On the Web:  
 target=""_blank"">http://www.hopkinskimmelcancercenter.org/ 
  
 http://urology.jhu.edu/ 
   
Contact: Vanessa Wasta
  
 Johns Hopkins Medical Institutions ",0
218,19459,http://www.medicalnewstoday.com/articles/26226.php,Consumption of Red and Processed Meat Associated With Increased Colorectal Cancer Risk,Colorectal Cancer,Colorectal Cancer,Cancer / Oncology,,,2,2,1,2,2,4,1,1,1,3.0,3.0,1.0,,,,,,,"




A new study has found that high levels of consumption of red and processed meat are associated with an increased risk of 

 colorectal cancer , whereas high levels of fish consumption are associated with a decreased risk of the disease.    
Elio Riboli, M.D., M.P.H., and Teresa Norat M.S., M.P.H., of the International Agency for Research on Cancer in Lyon, France, 

and colleagues used data from the European Prospective Investigation into Cancer and Nutrition (EPIC), a cohort of more than 

half a million Western Europeans, to examine the associations between intakes of red and processed meat, poultry, and fish 

and colorectal cancer risk.    
During a mean follow-up of 4.8 years, 1,329 cases of colorectal cancer were documented. Among the study population, the risk 

of developing colorectal cancer over 10 years was 1.71% for subjects in the highest category of red and processed meat 

consumption compared with 1.28% for subjects in the lowest category. The risk of developing colorectal cancer was 1.86% among 

subjects in the lowest category of fish consumption compared with 1.28% among subjects in the highest category. There was no 

association between poultry consumption and colorectal cancer risk.    
Contact: Nicolas Gaudin, Communications Office, International Agency for Research on Cancer, Lyon, France   
  The JOURNAL OF THE NATIONAL  CANCER  INSTITUTE is published by Oxford University Press and is not affiliated with the 

National Cancer Institute. Attribution to the Journal of the National Cancer Institute is requested in all news coverage. 

Visit the Journal online at  jncicancerspectrum.oupjournals.org .    

Contact: Sarah Zielinski  
jncimedia@oupjournals.org  
301-841-1287  
Journal of the National Cancer Institute  
 http://jncicancerspectrum.oupjournals.org ",0
219,34021,http://www.medicalnewstoday.com/articles/44919.php,Drug Attacks Prostate Cancer In Mouse Model By Destroying Its Blood Supply,Prostate / Prostate Cancer,Prostate / Prostate Cancer,Cancer / Oncology,,,4,5,5,4,5,3,2,1,1,4.0,2.0,1.0,,,,,,,"




A medication used to treat other types
of  cancer  strangles drug-resistant, metastatic  prostate cancer  by cutting
off its blood supply, researchers from The University of Texas M. D.
Anderson Cancer Center report in the June 7 issue of the Journal of the
National Cancer Institute.    

    Imatinib, known commercially as Gleevec, worked best when combined with
the  chemotherapy  paclitaxel to slash the incidence of bone metastases and
the size of tumors in mice injected with a multiple-drug resistant form of
prostate cancer. Tumors were found in only 4 of 18 mice treated with the
combination, median  tumor  weight was one tenth of a gram, and the cancer
spread to the lymph nodes in three cases. Tumors grew in all 19 control
mice, their median tumor weight was 1.3 grams, and all metastasized to the
lymph nodes.    

    This extremely drug-resistant form of the cancer, designed by the
research team to emulate the grim clinical reality of prostate cancer that
has spread into the bone, successfully warded off the combined medications
in lab experiments, said Isaiah J. Fidler, D.V.M., Ph.D., chair of the
Department of Cancer Biology and director of the Cancer Metastasis Research
Center at M. D. Anderson.    

    \""Why, then, did it work so well in the animal? Because we didn\'t attack
the tumor, we attacked the blood vessels. We target and destroy the
vasculature that provides oxygen and nutrients to tumor cells,\"" said
Fidler, the paper\'s senior author.    

    Fidler and colleagues show in the JNCI paper that imatinib killed
tumor- related blood vessel (endothelial) cells by inactivating the
platelet-derived growth factor receptors (PDGF-R) on the cell surface. This
prevents the receptor\'s activation either by PDGF binding to it externally
or by a signal generated internally by the cell.    

    Activation of PDGF-R stimulates the birth of new blood vessels,
promotes cell division and migration, and inhibits a protective form of
cell suicide known as apoptosis, all harmful effects in the service of a
cancer cell.    

    With imatinib preventing activation of PDGF-R, Fidler said, the
endothelial cells died by apoptosis first, with tumor cells following suit
one to two weeks later.    

    Fidler said the findings are a vibrant example of the \""seed and soil\""
hypothesis in metastasis -- the deadly spreading of a cancer from its organ
of origin to other organs, a process that kills 90 percent of all patients
who die from their disease.    

    In landmark findings, Fidler and colleagues demonstrated that the vast
majority of cancer cells that depart a tumor die swiftly once in
circulation and that metastases originate from less than 1 percent of a
cancer\'s cells and even can arise from a single cell.    







    When these metastatic \""seeds\"" enter circulation, they still need to
find the exact microenvironment that permits them to grow. For prostate
cancer, the second-leading cause of cancer death among men, that
microenvironment is the bone.    

    Earlier research by Fidler and colleagues showed PDGF-R activation in
metastatic prostate tumors adjacent to the bone but not in tumor cells next
to muscle. PDGF-R also was activated in tumor-associated endothelial cells
in the bone, but not in those blood vessel cells in neighboring muscle.    

    A JNCI paper by Fidler and colleagues in 2003 showed that blocking
PDGF-R signaling in the mouse model of metastatic prostate cancer cut the
incidence of cancer, reduced the size of tumors and incidence of
metastasis.    

    The question was whether the combination of imatinib and paclitaxel
achieved this by attacking the tumor itself or the tumor-related blood
vessels. This week\'s JNCI paper answers that question: it kills the blood
vessels first. \""Here, we attack the soil. The seeds can be resistant. Kill
the endothelial cell, you kill the soil,\"" Fidler said.    

    Imatinib had an effect by itself, but the best result came from the
pairing with paclitaxel, known commercially as Taxol, which induces
apoptosis in non-resistant cancer cells. Taxol, developed by the
Bristol-Myers Squibb Co., is frontline therapy for prostate cancer but
eventually loses its effect as resistant tumor cells proliferate.    

    Gleevec, developed by Novartis Pharmaceuticals Corporation, is used to
treat chronic myelogenous  leukemia  and gastrointestinal stromal tumors.
    Cancer cells are biologically diverse and genetically unstable, Fidler
says, so it is highly unlikely that a single therapy will prevail,
necessitating a multi-modal attack on the disease.    

    Paul Mathew, M.D., assistant professor, and Christopher Logothetis,
M.D., professor and chair of the Department of Genitourinary Medical
Oncology at M. D. Anderson, are leading a phase II clinical trial employing
imatinib and docetaxel against androgen-independent prostate cancer.
Docetaxel is in the same family of medication as paclitaxel.    

    This research project was funded by a Cancer Center Support Core grant
and a Specialized Programs in Research Excellence (SPORE) grant, both from
the National Cancer Institute of the National Institutes of Health. Fidler,
Mathew and Logothetis have research projects that are sponsored by Novartis
Pharmaceuticals.    

    Co-authors of the JNCI paper, all from M. D. Anderson, are: first
author Sun-Jin Kim, M.D., Ph.D.; Hisanori Uehara, M.D., Ph.D.; Sertac
Yazici, M.D.; Joseph Erik Busby, M.D.; Toru Nakamura, M.D., Ph.D.; Junqin
He, M.D.; Marva Maya; Christopher Logothetis, M.D.; Paul Mathew, M.D.;
Xuemei Wang; Kim-Anh Do, Ph.D.; and Dominic Fan, Ph.D.    






University of Texas M. D. Anderson Cancer Center   
 http://www.mdanderson.org ",1
